land,kreis,name,zusatz,strasse,hausnr,plz,ort,address
05,170,GFO Kliniken Niederrhein,Tagesklinik Wesel,Philipp-Reis-Straße,7,46485,Wesel am Rhein,Philipp-Reis-Straße 7 46485 Wesel am Rhein Germany
05,170,Marien-Hospital gGmbH,Marien-Hospital gGmbH,Pastor-Janßen-Straße,2-38,46483,Wesel am Rhein,Pastor-Janßen-Straße 2-38 46483 Wesel am Rhein Germany
05,170,Sankt Josef-Hospital GmbH,St. Josef-Hospital Xanten,In der Hees,4,46509,Xanten,In der Hees 4 46509 Xanten Germany
05,314,Augenklinik Dardenne SE,Augenklinik Dardenne SE,Friedrich-Ebert-Straße,23-25,53177,Bonn,Friedrich-Ebert-Straße 23-25 53177 Bonn Germany
05,314,Dr. Hoefer-Janker GmbH & Co. Klinik KG,Dr. Hoefer-Janker GmbH & Co. Klinik KG,Villenstraße,8,53129,Bonn,Villenstraße 8 53129 Bonn Germany
05,314,Gemeinschaftskrankenhaus Bonn gGmbH,Gemeinschaftskrankenhaus Bonn,Bonner Talweg,4-6,53113,Bonn,Bonner Talweg 4-6 53113 Bonn Germany
05,314,GFO Kliniken Bonn,St. Josef,Hermannstr.,37,53225,Bonn,Hermannstr. 37 53225 Bonn Germany
05,314,GFO Kliniken Bonn,St. Marien,Robert-Koch-Str.,1,53115,Bonn,Robert-Koch-Str. 1 53115 Bonn Germany
05,314,Helios Klinikum Bonn/Rhein-Sieg,Helios Klinikum Bonn/Rhein-Sieg,Von-Hompesch-Str.,1,53123,Bonn,Von-Hompesch-Str. 1 53123 Bonn Germany
05,314,"Johanniter GmbH, Johanniter-Krankenhaus",Johanniter-Krankenhaus Bonn,Johanniterstr.,3,53113,Bonn,Johanniterstr. 3 53113 Bonn Germany
05,314,"Johanniter GmbH, Waldkrankenhaus",Waldkrankenhaus Bonn,Waldstr.,73,53177,Bonn,Waldstr. 73 53177 Bonn Germany
05,314,LVR-Klinik Bonn,"Kaiser-Karl-Ring 20, 53111 Bonn",Kaiser-Karl-Ring,20,53111,Bonn,Kaiser-Karl-Ring 20 53111 Bonn Germany
05,314,LVR-Klinik Bonn,"Waldenburger Ring 46, 53119 Bonn",Waldenburger Ring,46,53119,Bonn,Waldenburger Ring 46 53119 Bonn Germany
05,314,Neurologisches Rehabilitationszentrum Godeshöhe GmbH Akut-Frührehabilitation,"Neurologisches Rehabilitationszentrum Godeshöhe GmbH, Bonn - Bad Godesberg",Waldstr.,2-10,53177,Bonn,Waldstr. 2-10 53177 Bonn Germany
05,314,Universitätsklinikum Bonn,Universitätsklinikum Bonn,Venusberg-Campus,1,53127,Bonn,Venusberg-Campus 1 53127 Bonn Germany
05,314,Universitätsklinikum Bonn,Intensivmedizin - Godeshöhe,Waldstraße,2,53117,Bonn,Waldstraße 2 53117 Bonn Germany
05,315,Alexianer Krankenhaus Köln,Alexianer Köln Rodenkirchen,Brückenstr.,45,50996,Köln,Brückenstr. 45 50996 Köln Germany
05,315,Alexianer Krankenhaus Köln,Alexianer Köln Porz,Kölner Str.,64,51149,Köln,Kölner Str. 64 51149 Köln Germany
05,315,Cellitinnen Krankenhaus St. Marien,Cellitinnen Krankenhaus St. Marien,Kunibertskloster,11-13,50668,Köln,Kunibertskloster 11-13 50668 Köln Germany
05,315,Cellitinnen-Krankenhaus St. Antonius,Cellitinnen-Krankenhaus St. Antonius,Schillerstr.,23,50968,Köln,Schillerstr. 23 50968 Köln Germany
05,315,Eduardus-Krankenhaus,Eduardus-Krankenhaus,Custodisstr.,3-17,50679,Köln,Custodisstr. 3-17 50679 Köln Germany
05,315,Evangelisches Klinikum Köln Weyertal,Evangelisches Klinikum Köln Weyertal,Weyertal,76,50931,Köln,Weyertal 76 50931 Köln Germany
05,315,Evangelisches Krankenhaus Kalk gGmbH,Evangelisches Krankenhaus Kalk gGmbH,Buchforststraße,2,51103,Köln,Buchforststraße 2 51103 Köln Germany
05,315,Heilig Geist-Krankenhaus GmbH,Heilig Geist-Krankenhaus GmbH,Graseggerstr.,105,50737,Köln,Graseggerstr. 105 50737 Köln Germany
05,315,Klinik Alteburger Straße gGmbH,Klinik Alteburger Straße gGmbH,Alteburger Straße,8-12,50678,Köln,Alteburger Straße 8-12 50678 Köln Germany
05,315,Kliniken der Stadt Köln Standort Holweide,Krankenhaus Holweide,Neufelder Str.,32,51067,Köln,Neufelder Str. 32 51067 Köln Germany
05,315,Kliniken der Stadt Köln Standort Merheim,Krankenhaus Merheim,Ostmerheimer Str.,200,51109,Köln,Ostmerheimer Str. 200 51109 Köln Germany
05,315,Kliniken der Stadt Köln Standort Riehl,Kliniken der Stadt Köln gGmbH - Kinderkrankenhaus Amsterdamer Strasse,Amsterdamerstr.,59,50735,Köln,Amsterdamerstr. 59 50735 Köln Germany
05,315,Kliniken der Stadt Köln Standort Riehl,Kliniken der Stadt Köln gGmbH - Standort Holweide - Kinder-und Jugendpsychiatrie,Florentine-Eichler-Str.,1,51067,Köln,Florentine-Eichler-Str. 1 51067 Köln Germany
05,315,Krankenhaus der Augustinerinnen,Krankenhaus der Augustinerinnen,Jakobstr.,27-31,50678,Köln,Jakobstr. 27-31 50678 Köln Germany
05,315,Krankenhaus Porz am Rhein gGmbH,Krankenhaus Porz am Rhein gGmbH,Urbacher Weg,19,51149,Köln,Urbacher Weg 19 51149 Köln Germany
05,315,LVR-Klinik Köln,"Adamsstraße 12, 51063 Köln",Adamsstraße,12,51063,Köln,Adamsstraße 12 51063 Köln Germany
05,315,LVR-Klinik Köln,"Merianstraße 92, 50765 Köln",Merianstraße,92,50765,Köln,Merianstraße 92 50765 Köln Germany
05,315,LVR-Klinik Köln,"Rottweiler Straße 1, 50739 Köln",Rottweiler Straße,1,50739,Köln,Rottweiler Straße 1 50739 Köln Germany
05,315,LVR-Klinik Köln,"Wilhelm-Griesinger-Straße 23, 51109 Köln",Wilhelm-Griesinger-Straße,23,51109,Köln,Wilhelm-Griesinger-Straße 23 51109 Köln Germany
05,315,RehaNovaKöln Frühreha (akut),RehaNovaKöln Frühreha (akut),Ostmerheimer Str.,200,51109,Köln,Ostmerheimer Str. 200 51109 Köln Germany
05,315,Sana Dreifaltigkeits-Krankenhaus Köln,Sana Dreifaltigkeits-Krankenhaus Köln,Aachener Str.,445,50933,Köln,Aachener Str. 445 50933 Köln Germany
05,315,St. Agatha Fachklinik für Seelische Gesundheit,St. Agatha Fachklinik für Seelische Gesundheit,Feldgärtenstr.,97,50735,Köln,Feldgärtenstr. 97 50735 Köln Germany
05,315,St. Elisabeth-Krankenhaus GmbH,St. Elisabeth-Krankenhaus Köln-Hohenlind,Werthmannstr.,1,50935,Köln,Werthmannstr. 1 50935 Köln Germany
05,315,St. Franziskus-Hospital GmbH,St. Franziskus-Hospital GmbH,Schönsteinstr.,63,50825,Köln,Schönsteinstr. 63 50825 Köln Germany
05,315,St. Hildegardis Krankenhaus Köln,St. Hildegardis Krankenhaus Köln,Bachemer Str.,29-33,50931,Köln,Bachemer Str. 29-33 50931 Köln Germany
05,315,St. Vinzenz-Hospital GmbH,St. Vinzenz-Hospital,Merheimer Str.,221-223,50733,Köln,Merheimer Str. 221-223 50733 Köln Germany
05,315,Tagesklinik Pionierstraße,Tagesklinik Pionierstraße,Pionierstr.,19,50735,Köln,Pionierstr. 19 50735 Köln Germany
05,315,Universitätsklinikum Köln AöR,CardioCliniC Köln,Buchforststraße,2,51103,Köln,Buchforststraße 2 51103 Köln Germany
05,315,Universitätsklinikum Köln AöR,Uniklinik Köln,Kerpener Str.,62,50937,Köln,Kerpener Str. 62 50937 Köln Germany
05,316,Katholische Kranken- und Pflegeeinrichtungen Leverkusen,St. Remigius Krankenhaus Opladen,An St. Remigus,26,51379,Leverkusen,An St. Remigus 26 51379 Leverkusen Germany
05,316,Klinikum Leverkusen,Klinikum Leverkusen,Am Gesundheitspark,11,51375,Leverkusen,Am Gesundheitspark 11 51375 Leverkusen Germany
05,316,LVR-Klinik Langenfeld,"Am Gesundheitspark 11, 51373 Leverkusen",Am Gesundheitspark,11,51373,Leverkusen,Am Gesundheitspark 11 51373 Leverkusen Germany
05,316,LVR-Klinik Langenfeld,LVR-Tagesklinik,Im Hederichsfeld,45,51379,Leverkusen,Im Hederichsfeld 45 51379 Leverkusen Germany
05,334,Alexianer Krankenhaus,Alexianer Krankenhaus,Alexianergraben,33,52062,Aachen,Alexianergraben 33 52062 Aachen Germany
05,334,Alexianer Krankenhaus,Tagesklinik 2 Allgemeinpsychiatrische Tagesklinik Aachen,Johanniterstraße,36,52064,Aachen,Johanniterstraße 36 52064 Aachen Germany
05,334,Luisenhospital Aachen,Luisenhospital Aachen,Boxgraben,99,52064,Aachen,Boxgraben 99 52064 Aachen Germany
05,334,Marienhospital Aachen GmbH,Marienhospital Aachen,Zeise,4,52066,Aachen,Zeise 4 52066 Aachen Germany
05,334,Universitätsklinikum Aachen AöR,Universitätsklinikum Aachen - Franziskus,Morillenhang,27,52074,Aachen,Morillenhang 27 52074 Aachen Germany
05,334,Universitätsklinikum Aachen AöR,Uniklinikum Aachen - Hauptgebäude,Pauwelsstraße,30,52074,Aachen,Pauwelsstraße 30 52074 Aachen Germany
05,334,LVR-Klinik Düren,LVR-Tagesklinik,Roentgenweg,1,52477,Alsdorf,Roentgenweg 1 52477 Alsdorf Germany
05,334,LVR-Klinik Düren,LVR-Tagesklinik,Kiefernweg,16,52249,"Eschweiler, Rheinland","Kiefernweg 16 52249 Eschweiler, Rheinland Germany"
05,334,St.-Antonius-Hospital gGmbH Eschweiler,St.-Antonius-Hospital Eschweiler,Dechant-Deckers-Straße,8,52249,"Eschweiler, Rheinland","Dechant-Deckers-Straße 8 52249 Eschweiler, Rheinland Germany"
05,334,Alexianer Krankenhaus,Tagesklinik 3 Allgemeinpsychiatrische Tagesklinik Simmerath,Kammerbruchstraße,8,52152,Simmerath,Kammerbruchstraße 8 52152 Simmerath Germany
05,334,Eifelklinik St. Brigida,Eifelklinik St. Brigida,Kammerbruchstraße,8,52152,Simmerath,Kammerbruchstraße 8 52152 Simmerath Germany
05,334,Alexianer Krankenhaus,Tagesklinik 4 Allgemeinpsychiatrische Tagesklinik Stolberg,Rathausstraße,26,52222,Stolberg (Rheinland),Rathausstraße 26 52222 Stolberg (Rheinland) Germany
05,334,Bethlehem Gesundheitszentrum Stolberg gGmbH,Bethlehem Gesundheitszentrum Stolberg gGmbH,Steinfeldstraße,5,52222,Stolberg (Rheinland),Steinfeldstraße 5 52222 Stolberg (Rheinland) Germany
05,334,Universitätsklinikum Aachen AöR,Universitätsklinikum Aachen - Tagesklinik für Kinder- und Jugendpsychiatrie und -psychotherapie - Stolberg,Steinfeldstraße,3a,52222,Stolberg (Rheinland),Steinfeldstraße 3a 52222 Stolberg (Rheinland) Germany
05,334,Rhein-Maas Klinikum GmbH,Rhein-Maas Klinikum GmbH,Mauerfeldchen,25,52146,Würselen,Mauerfeldchen 25 52146 Würselen Germany
05,334,Universitätsklinikum Aachen AöR,Universitätsklinikum Aachen - Tagesklinik für Allgemeinpsychiatrie Würselen,Schumanstraße,33,52146,Würselen,Schumanstraße 33 52146 Würselen Germany
05,358,Krankenhaus Düren gGmbH,Krankenhaus Düren gGmbH,Roonstr.,30,52351,"Düren, Rheinland","Roonstr. 30 52351 Düren, Rheinland Germany"
05,358,LVR-Klinik Düren,"Meckerstraße 15, 52353 Düren",Meckerstraße,15,52353,"Düren, Rheinland","Meckerstraße 15 52353 Düren, Rheinland Germany"
05,358,St. Augustinus Krankenhaus gGmbH,St. Augustinus Krankenhaus gGmbH,Renkerstraße,45,52355,"Düren, Rheinland","Renkerstraße 45 52355 Düren, Rheinland Germany"
05,358,St. Marien-Hospital  gGmbH,St. Marien-Hospital Haupteingeng,Hospitalstrasse,44,52353,"Düren, Rheinland","Hospitalstrasse 44 52353 Düren, Rheinland Germany"
05,358,Krankenhaus Jülich,Krankenhaus Jülich,Kurfürstenstr.,22,52428,Jülich,Kurfürstenstr. 22 52428 Jülich Germany
05,358,St. Josef-Krankenhaus Linnich,St. Josef-Krankenhaus Linnich,Rurdorfer Straße,49,52441,Linnich,Rurdorfer Straße 49 52441 Linnich Germany
05,362,LVR-Klinik Düren,LVR-Tagesklinik,Augustinerallee,1,50181,"Bedburg, Erft","Augustinerallee 1 50181 Bedburg, Erft Germany"
05,362,St. Hubertus-Stift GmbH,St. Hubertus-Stift GmbH,Klosterstraße,21a,50181,"Bedburg, Erft","Klosterstraße 21a 50181 Bedburg, Erft Germany"
05,362,Cellitinnen-Krankenhaus Maria-Hilf,Cellitinnen-Krankenhaus Maria-Hilf,Klosterstr.,2,50126,"Bergheim, Erft","Klosterstr. 2 50126 Bergheim, Erft Germany"
05,362,LVR-Klinik Düren,"Klosterstraße 2a, 50126 Bergheim",Klosterstraße,2a,50126,"Bergheim, Erft","Klosterstraße 2a 50126 Bergheim, Erft Germany"
05,362,GFO Klinik Brühl,Marienhospital Brühl,Mühlenstraße,21-25,50321,"Brühl, Rheinland","Mühlenstraße 21-25 50321 Brühl, Rheinland Germany"
05,362,Marien-Hospital Erftstadt-Frauenthal,Marien-Hospital Erftstadt,Münchweg,3,50374,Erftstadt,Münchweg 3 50374 Erftstadt Germany
05,362,St. Katharinen-Hospital GmbH,St. Katharinen-Hospital,Kapellenstraße,1-5,50226,Frechen,Kapellenstraße 1-5 50226 Frechen Germany
05,362,Fachklinik für Psychiatrie + Psychotherapie der MARIENBORN gGmbH,Tagesklinik der Fachklinik für Psychiatrie und Psychotherapie der MARIENBORN gGmbH (in Hürth),Argelés-sur-Mer-Str,1,50354,"Hürth, Rheinland","Argelés-sur-Mer-Str 1 50354 Hürth, Rheinland Germany"
05,362,Janus-Klinik,Janus-Klinik,Kranzmaarstr.,25,50354,"Hürth, Rheinland","Kranzmaarstr. 25 50354 Hürth, Rheinland Germany"
05,362,Sana-Krankenhaus Hürth GmbH,Sana-Krankenhaus-Hauptstandort inkl. ZNA,Krankenhausstraße,42,50354,"Hürth, Rheinland","Krankenhausstraße 42 50354 Hürth, Rheinland Germany"
05,362,Dreifaltigkeits-Krankenhaus Wesseling,Dreifaltigkeits-Krankenhaus Wesseling,Bonner Straße,84,50389,"Wesseling, Rheinland","Bonner Straße 84 50389 Wesseling, Rheinland Germany"
05,362,LVR-Klinik Bonn,"Bonner Straße 84, 50389 Wesseling",Bonner Straße,84,50389,"Wesseling, Rheinland","Bonner Straße 84 50389 Wesseling, Rheinland Germany"
05,366,LIFESPRING - Privatklinik Bad Münstereifel,LIFESPRING - Privatklinik Bad Münstereifel,Willy-Brandt-Str.,19,53902,Bad Münstereifel,Willy-Brandt-Str. 19 53902 Bad Münstereifel Germany
05,366,LVR-Klinik Bonn,"Gottfried-Disse-Straße 40, 53879 Euskirchen",Gottfried-Disse-Straße,40,53879,Euskirchen,Gottfried-Disse-Straße 40 53879 Euskirchen Germany
05,366,Marien-Hospital Euskirchen GmbH,Marien-Hospital Euskirchen GmbH,Gottfried-Disse-Straße,40,53879,Euskirchen,Gottfried-Disse-Straße 40 53879 Euskirchen Germany
05,366,Kreiskrankenhaus Mechernich GmbH,Krankenhaus Mechernich,St. Elisabeth-Straße,2-6,53894,Mechernich,St. Elisabeth-Straße 2-6 53894 Mechernich Germany
05,366,Marien-Hospital Euskirchen GmbH,Psychiatrische Tagesklinik Standort Mechernich,Auf der Wäsche,2,53894,Mechernich,Auf der Wäsche 2 53894 Mechernich Germany
05,366,Kreiskrankenhaus Mechernich GmbH,Krankenhaus Schleiden,Am Hähnchen,36,53937,"Schleiden, Eifel","Am Hähnchen 36 53937 Schleiden, Eifel Germany"
05,366,Fachklinik für Psychiatrie + Psychotherapie der MARIENBORN gGmbH,Fachklinik als Hauptstandort,Luxemburger Straße,1,53909,Zülpich,Luxemburger Straße 1 53909 Zülpich Germany
05,370,"Hermann-Josef-Krankenhaus, Erkelenz",Hermann-Josef-Krankenhaus,Tenholter Straße,43,41812,Erkelenz,Tenholter Straße 43 41812 Erkelenz Germany
05,370,ViaNobis - Die Fachklinik,Tagesklinik Erkelenz,Glück-Auf-Straße,60/60a,41812,Erkelenz,Glück-Auf-Straße 60/60a 41812 Erkelenz Germany
05,370,ViaNobis - Die Fachklinik,Fachklinik Gangelt,Katharina-Kasper-Straße,6,52538,Gangelt,Katharina-Kasper-Straße 6 52538 Gangelt Germany
05,370,ViaNobis - Die Fachklinik,Tagesklinik Gangelt an der Fachklinik,Katharina-Kasper-Straße,6,52538,Gangelt,Katharina-Kasper-Straße 6 52538 Gangelt Germany
05,370,St. Elisabeth Krankenhaus Geilenkirchen,St. Elisabeth Krankenhaus Geilenkirchen,Martin-Heyden-Straße,32,52511,Geilenkirchen,Martin-Heyden-Straße 32 52511 Geilenkirchen Germany
05,370,LVR-Klinik Viersen,"Tagesklinik - Genneper Straße 1, 52525 Heinsberg",Genneper Straße,1,52525,"Heinsberg, Rheinland","Genneper Straße 1 52525 Heinsberg, Rheinland Germany"
05,370,Städtisches Krankenhaus Heinsberg GmbH,Städtisches Krankenhaus Heinsberg GmbH,Auf dem Brand,1,52525,"Heinsberg, Rheinland","Auf dem Brand 1 52525 Heinsberg, Rheinland Germany"
05,370,ViaNobis - Die Fachklinik,Tagesklinik Heinsberg,Genneper Straße,2,52525,"Heinsberg, Rheinland","Genneper Straße 2 52525 Heinsberg, Rheinland Germany"
05,374,GFO Klinik Engelskirchen,St. Josef-Krankenhaus,Wohlandstraße,30,51766,Engelskirchen,Wohlandstraße 30 51766 Engelskirchen Germany
05,374,Klinikum Oberberg,Tagesklinik KJP,Kaiserstraße,75,51643,Gummersbach,Kaiserstraße 75 51643 Gummersbach Germany
05,374,Klinikum Oberberg,Kreiskrankenhaus Gummersbach,Wilhelm-Breckow-Allee,20,51643,Gummersbach,Wilhelm-Breckow-Allee 20 51643 Gummersbach Germany
05,374,Klinikum Oberberg,ZSG Klinik Marienheide,Leppestraße,65,51709,Marienheide,Leppestraße 65 51709 Marienheide Germany
05,374,Dr. Becker Rhein-Sieg-Klinik,Rheinisch-westfälisches Zentrum für Frührehabilitation und Beatmung in der Dr. Becker Rhein-Sieg-Klinik,Höhenstraße,30,51588,Nümbrecht,Höhenstraße 30 51588 Nümbrecht Germany
05,374,"Curt-von-Knobelsdorff-Haus, Blaues Kreuz Diakoniewerk mildtätige GmbH",Curt-von-Knobelsdorff-Haus,Hermannstraße,17,42477,Radevormwald,Hermannstraße 17 42477 Radevormwald Germany
05,374,Sana Krankenhaus Radevormwald gGmbH,Sana Krankenhaus Radevormwald,Siepenstraße,33,42477,Radevormwald,Siepenstraße 33 42477 Radevormwald Germany
05,374,MediClin Klinik Reichshof,MediClin Klinik Reichshof,Berglandstraße,1,51580,Reichshof,Berglandstraße 1 51580 Reichshof Germany
05,374,Klinikum Oberberg,Kreiskrankenhaus Waldbröl,Dr.-Goldenbogen-Straße,10,51545,Waldbröl,Dr.-Goldenbogen-Straße 10 51545 Waldbröl Germany
05,374,Helios Klinik Wipperfürth,Helios Klinik Wipperfürth,Alte-Kölner-Straße,9,51688,Wipperfürth,Alte-Kölner-Straße 9 51688 Wipperfürth Germany
05,378,Evangelisches Krankenhaus Bergisch Gladbach gGmbH,Evangelisches Krankenhaus Bergisch Gladbach gGmbH,Ferrenbergstraße,24,51465,Bergisch Gladbach,Ferrenbergstraße 24 51465 Bergisch Gladbach Germany
05,378,GFO Kliniken Rhein-Berg,Marien-Krankenhaus,Dr.-Robert-Koch-Straße,18,51465,Bergisch Gladbach,Dr.-Robert-Koch-Straße 18 51465 Bergisch Gladbach Germany
05,378,GFO Kliniken Rhein-Berg,Vinzenz Pallotti Hospital,Vinzenz-Pallotti-Straße,20,51429,Bergisch Gladbach,Vinzenz-Pallotti-Straße 20 51429 Bergisch Gladbach Germany
05,378,Psychosomatische Klinik Bergisch Gladbach,Psychosamtische Klinik - Bergisch Gladbach,Schlodderdicher Weg,23a,51469,Bergisch Gladbach,Schlodderdicher Weg 23a 51469 Bergisch Gladbach Germany
05,378,Krankenhaus Wermelskirchen GmbH,Krankenhaus Wermelskirchen,Königstraße,100,42929,Wermelskirchen,Königstraße 100 42929 Wermelskirchen Germany
05,382,GFO Kliniken Bonn,CURA Krankenhaus,Schülgenstraße,15,53604,Bad Honnef,Schülgenstraße 15 53604 Bad Honnef Germany
05,382,Rhein-Klinik Bad Honnef,Rhein-Klinik,Luisenstraße,3,53604,Bad Honnef,Luisenstraße 3 53604 Bad Honnef Germany
05,382,LVR-Klinik Bonn,"Hospitalstraße 7, 53783 Eitorf",Hospitalstraße,7,53783,Eitorf,Hospitalstraße 7 53783 Eitorf Germany
05,382,St. Franziskus Krankenhaus GmbH,St. Franziskus Krankenhaus GmbH,Hospitalstraße,7,53783,Eitorf,Hospitalstraße 7 53783 Eitorf Germany
05,382,LVR-Klinik Bonn,"Siebengebirgsring 42, 53340 Meckenheim",Siebengebirgsring,42,53340,Meckenheim,Siebengebirgsring 42 53340 Meckenheim Germany
05,382,ASKLEPIOS Klinik Sankt Augustin GmbH,ASKLEPIOS Klinik Sankt Augustin GmbH,Arnold-Janssen-Straße,29,53757,Sankt Augustin,Arnold-Janssen-Straße 29 53757 Sankt Augustin Germany
05,382,Helios Klinikum Siegburg,Helios Klinikum Siegburg,Ringstraße,49,53721,Siegburg,Ringstraße 49 53721 Siegburg Germany
05,382,Johanniter-Tagesklinik Siegburg gGmbH,Johanniter-Tagesklinik Siegburg,Mühlengrabenstr.,2,53721,Siegburg,Mühlengrabenstr. 2 53721 Siegburg Germany
05,382,GFO Kliniken Troisdorf,GFO Kliniken Troisdorf Betriebsstätte St. Josef Troisdorf,Hospitalstraße,45,53840,Troisdorf,Hospitalstraße 45 53840 Troisdorf Germany
05,382,GFO Kliniken Troisdorf,GFO Kliniken Troisdorf Betriebsstätte St. Johannes Troisdorf-Sieglar,Wilhelm-Busch-Straße,9,53844,Troisdorf,Wilhelm-Busch-Straße 9 53844 Troisdorf Germany
05,512,Katholische Kliniken Emscher-Lippe GmbH,St. Antonius-Krankenhaus Bottrop-Kirchhellen,Gartenstraße,17,46244,Bottrop,Gartenstraße 17 46244 Bottrop Germany
05,512,Knappschaftskrankenhaus Bottrop GmbH,Knappschaftskrankenhaus Bottrop,Osterfelder Straße,157,46242,Bottrop,Osterfelder Straße 157 46242 Bottrop Germany
05,512,LWL-Klinik Marl-Sinsen Marl,Tagesklink Bottrop der LWL-Klinik Marl-Sinsen - Haardklinik - Kinder- und Jugendpsychiatrie - Psychotherapie - Psychosomatik,Josef-Albers-Straße,72,46236,Bottrop,Josef-Albers-Straße 72 46236 Bottrop Germany
05,512,Marienhospital Bottrop gGmbH,Marienhospital Bottrop gGmbH,Josef-Albers-Straße,70,46236,Bottrop,Josef-Albers-Straße 70 46236 Bottrop Germany
05,512,VALEARA Bottrop GmbH,VALEARA Bottrop GmbH,Hochstr.,43,46236,Bottrop,Hochstr. 43 46236 Bottrop Germany
05,513,Bergmannsheil und Kinderklinik Buer gGmbH,Bergmannsheil und Kinderklinik Buer gGmbH,Schernerweg,4,45894,Gelsenkirchen,Schernerweg 4 45894 Gelsenkirchen Germany
05,513,Elisabeth-Krankenhaus GmbH,Elisabeth-Krankenhaus,Cranger Straße,226,45891,Gelsenkirchen,Cranger Straße 226 45891 Gelsenkirchen Germany
05,513,Evangelische Kliniken Gelsenkirchen GmbH,Tagesklinik,Bruchstraße,1-5,45883,Gelsenkirchen,Bruchstraße 1-5 45883 Gelsenkirchen Germany
05,513,Evangelische Kliniken Gelsenkirchen GmbH,Hauptstandort,Munckelstraße,27,45879,Gelsenkirchen,Munckelstraße 27 45879 Gelsenkirchen Germany
05,513,Katholische Kliniken Emscher-Lippe GmbH,St. Josef-Hospital Gelsenkirchen-Horst,Rudolf-Bertram-Platz,1,45899,Gelsenkirchen,Rudolf-Bertram-Platz 1 45899 Gelsenkirchen Germany
05,513,Marienhospital Gelsenkirchen GmbH,Marienhospital Gelsenkirchen,Virchowstraße,122,45886,Gelsenkirchen,Virchowstraße 122 45886 Gelsenkirchen Germany
05,513,Sankt Marien-Hospital Buer GmbH,Sankt Marien-Hospital Gelsenkirchen-Buer,Mühlenstraße,5-9,45894,Gelsenkirchen,Mühlenstraße 5-9 45894 Gelsenkirchen Germany
05,515,Alexianer Krankenhaus Münster,Alexianer Krankenhaus Münster,Alexianerweg,9,48163,"Münster, Westfalen","Alexianerweg 9 48163 Münster, Westfalen Germany"
05,515,Alexianer Krankenhaus Münster,Tagesklinik (Clemens-Wallrath-Haus),Josefstraße,4,48151,"Münster, Westfalen","Josefstraße 4 48151 Münster, Westfalen Germany"
05,515,EVK Münster - Alexianer Johannisstift GmbH,Ev.  Krankenhaus Johannisstift,Wichernstraße,8,48147,"Münster, Westfalen","Wichernstraße 8 48147 Münster, Westfalen Germany"
05,515,Fachklinik Hornheide,Fachklinik Hornheide,Dorbaumstraße,300,48157,"Münster, Westfalen","Dorbaumstraße 300 48157 Münster, Westfalen Germany"
05,515,Herz-Jesu-Krankenhaus Münster-Hiltrup,Herz-Jesu-Krankenhaus Münster-Hiltrup,Westfalenstraße,109,48165,"Münster, Westfalen","Westfalenstraße 109 48165 Münster, Westfalen Germany"
05,515,Ludgerus-Kliniken Münster GmbH,Clemenshospital Münster,Düesbergweg,124,48153,"Münster, Westfalen","Düesbergweg 124 48153 Münster, Westfalen Germany"
05,515,Ludgerus-Kliniken Münster GmbH,Raphaelsklinik Münster,Loerstraße,23,48143,"Münster, Westfalen","Loerstraße 23 48143 Münster, Westfalen Germany"
05,515,LWL-Klinik Münster,LWL-Klinik Münster,Friedrich-Wilhelm-Weber-Straße,30,48147,"Münster, Westfalen","Friedrich-Wilhelm-Weber-Straße 30 48147 Münster, Westfalen Germany"
05,515,St. Franziskus-Hospital GmbH,St. Franziskus-Hospital Münster,Hohenzollernring,70,48145,"Münster, Westfalen","Hohenzollernring 70 48145 Münster, Westfalen Germany"
05,515,UKM - Universitätsklinikum Münster,Universitätsklinikum Münster,Albert-Schweitzer-Campus,1,48149,"Münster, Westfalen","Albert-Schweitzer-Campus 1 48149 Münster, Westfalen Germany"
05,515,UKM - Universitätsklinikum Münster,"Tagesklinik Roxel für Kinder, Jugendliche und Familien",Schelmenstiege,1,48163,"Münster, Westfalen","Schelmenstiege 1 48163 Münster, Westfalen Germany"
05,554,Klinikum Westmünsterland,St. Marien-Krankenhaus Ahaus,Wüllener Straße,101,48683,Ahaus,Wüllener Straße 101 48683 Ahaus Germany
05,554,Klinikum Westmünsterland,St. Agnes-Hospital Bocholt,Barloer Weg,125,46397,Bocholt,Barloer Weg 125 46397 Bocholt Germany
05,554,Klinikum Westmünsterland,St. Marien-Hospital Borken,Am Boltenhof,7,46325,"Borken, Westfalen","Am Boltenhof 7 46325 Borken, Westfalen Germany"
05,554,LWL-Klinik Marl-Sinsen Marl,Tagesklink Borken der LWL-Klinik Marl-Sinsen - Haardklinik - Kinder- und Jugendpsychiatrie - Psychotherapie - Psychosomatik,Bocholter Straße,5,46325,"Borken, Westfalen","Bocholter Straße 5 46325 Borken, Westfalen Germany"
05,554,Evangelisches Lukas-Krankenhaus,Evangelisches Lukas-Krankenhaus,Zum Lukaskrankenhaus,1,48599,Gronau (Westfalen),Zum Lukaskrankenhaus 1 48599 Gronau (Westfalen) Germany
05,554,LWL-Klinik Marl-Sinsen Marl,Tagesklink Gronau der LWL-Klinik Marl-Sinsen- Haardklinik - Kinder- und Jugendpsychiatrie - Psychotherapie - Psychosomatik,Bentheimer Straße,20,48599,Gronau (Westfalen),Bentheimer Straße 20 48599 Gronau (Westfalen) Germany
05,554,St. Antonius-Hospital Gronau,St. Antonius-Hospital Gronau,Möllenweg,22,48599,Gronau (Westfalen),Möllenweg 22 48599 Gronau (Westfalen) Germany
